## date = '2022-02-26 09:43:20.594783'
## execstr = '/usr/local/bin/metagene generate NC_000962 --landmark cds_start --downstream 100 --annotation_files NC_000962.gtf'
## args = {  
##          'add_three'                 : False,,
##          'annotation_files'          : ['NC_000962.gtf'],,
##          'annotation_format'         : 'GTF2',,
##          'bed_extra_columns'         : 0,,
##          'downstream'                : 100,,
##          'gff_cds_types'             : {'CDS_indpendently_known', 'CDS_predicted', 'CDS_fragment', 'CDS'},,
##          'gff_exon_types'            : {'three_prime_noncoding_exon', 'three_prime_coding_exonfive_prime_noncoding_exon', 'interior_exon', 'interior_coding_exon', 'five_prime_coding_exon', 'coding_exon', 'pseudogenic_exon', 'exon_of_single_exon_gene', 'exon', 'noncoding_exon'},,
##          'gff_transcript_types'      : {'antisense_lncRNA', 'U6_snRNA', 'lysyl_tRNA', 'shRNA', 'guide_RNA', 'U12_snRNA', 'telomerase_RNA', 'GcvB_RNA', 'rRNA_5S', 'transcript', 'snRNA', 'U6atac_snRNA', 'vault_RNA', 'small_subunit_rRNA', 'tRNA', 'isoleucyl_tRNA', 'pyrrollysyl_tRNA', 'class_I_RNA', 'U14_snoRNA', 'antisense_RNA', 'lnc_RNA', 'polycistronic_mRNA', 'tyrosyl_tRNA', 'valyl_tRNA', 'glutamyl_tRNA', 'mRNA_recoded_by_translational_bypass', 'edited_transcript_by_A_to_I_substitution', 'small_regulatory_ncRNA', 'U11_snRNA', 'rRNA', 'priRNA', 'leucyl_tRNA', 'arginyl_tRNA', 'piRNA', 'H_ACA_box_snoRNA', 'anti_ARRET', 'glycyl_tRNA', 'rRNA_16S', 'rRNA_cleavage_RNA', 'TERRA', 'threonyl_tRNA', 'mRNA_with_minus_1_frameshift', 'seryl_tRNA', 'cysteinyl_tRNA', 'RprA_RNA', 'selenocysteinyl_tRNA', 'U2_snRNA', 'lincRNA', 'mRNA_with_frameshift', 'rRNA_21S', 'RNase_MRP_RNA', 'mature_transcript', 'alanyl_tRNA', 'ARRET', 'dicistronic_mRNA', 'snoRNA', 'MicF_RNA', 'siRNA', 'large_subunit_rRNA', 'class_II_RNA', 'moR', 'OxyS_RNA', 'pseudouridylation_guide_snoRNA', 'scRNA', 'mRNA', 'RNase_P_RNA', 'non_functional_homolog_of_pseudogenic_transcript', 'prolyl_tRNA', 'asparaginyl_tRNA', 'mRNA_with_plus_1_frameshift', 'U5_snRNA', 'enhancerRNA', 'mRNA_with_plus_2_frameshift', 'RRE_RNA', 'rRNA_23S', 'CsrB_RsmB_RNA', 'tasiRNA', 'edited_transcript', 'tmRNA', 'IoR', 'rRNA_5_8S', 'U3_snoRNA', 'ARIA', 'U4atac_snRNA', 'DsrA_RNA', 'rasiRNA', 'RNA_6S', 'U1_snRNA', 'enzymatic_RNA', 'methylation_guide_snoRNA', 'ncRNA', 'methionyl_tRNA', 'U4_snRNA', 'pseudogenic_transcript', 'aspartyl_tRNA', 'rRNA_28S', 'telomeric_transcript', 'histidyl_tRNA', 'trans_spliced_mRNA', 'intronic_lncRNA', 'edited_mRNA', 'mRNA_with_minus_2_frameshift', 'mRNA_recoded_by_codon_redefinition', 'recoded_mRNA', 'rRNA_25S', 'monocistronic_mRNA', 'miRNA', 'C_D_box_snoRNA', 'glutaminyl_tRNA', 'rRNA_18S', 'SRP_RNA', 'phenylalanyl_tRNA', 'tryptophanyl_tRNA', 'polyadenylated_mRNA', 'Y_RNA', 'spot42_RNA'},,
##          'group_by'                  : 'gene_id',,
##          'landmark'                  : 'cds_start',,
##          'mask_add_three'            : False,,
##          'mask_annotation_files'     : [],,
##          'mask_annotation_format'    : 'GTF2',,
##          'mask_bed_extra_columns'    : 0,,
##          'mask_gff_cds_types'        : {'CDS_indpendently_known', 'CDS_predicted', 'CDS_fragment', 'CDS'},,
##          'mask_gff_exon_types'       : {'three_prime_noncoding_exon', 'three_prime_coding_exonfive_prime_noncoding_exon', 'interior_exon', 'interior_coding_exon', 'five_prime_coding_exon', 'coding_exon', 'pseudogenic_exon', 'exon_of_single_exon_gene', 'exon', 'noncoding_exon'},,
##          'mask_gff_transcript_types' : {'antisense_lncRNA', 'U6_snRNA', 'lysyl_tRNA', 'shRNA', 'guide_RNA', 'U12_snRNA', 'telomerase_RNA', 'GcvB_RNA', 'rRNA_5S', 'transcript', 'snRNA', 'U6atac_snRNA', 'vault_RNA', 'small_subunit_rRNA', 'tRNA', 'isoleucyl_tRNA', 'pyrrollysyl_tRNA', 'class_I_RNA', 'U14_snoRNA', 'antisense_RNA', 'lnc_RNA', 'polycistronic_mRNA', 'tyrosyl_tRNA', 'valyl_tRNA', 'glutamyl_tRNA', 'mRNA_recoded_by_translational_bypass', 'edited_transcript_by_A_to_I_substitution', 'small_regulatory_ncRNA', 'U11_snRNA', 'rRNA', 'priRNA', 'leucyl_tRNA', 'arginyl_tRNA', 'piRNA', 'H_ACA_box_snoRNA', 'anti_ARRET', 'glycyl_tRNA', 'rRNA_16S', 'rRNA_cleavage_RNA', 'TERRA', 'threonyl_tRNA', 'mRNA_with_minus_1_frameshift', 'seryl_tRNA', 'cysteinyl_tRNA', 'RprA_RNA', 'selenocysteinyl_tRNA', 'U2_snRNA', 'lincRNA', 'mRNA_with_frameshift', 'rRNA_21S', 'RNase_MRP_RNA', 'mature_transcript', 'alanyl_tRNA', 'ARRET', 'dicistronic_mRNA', 'snoRNA', 'MicF_RNA', 'siRNA', 'large_subunit_rRNA', 'class_II_RNA', 'moR', 'OxyS_RNA', 'pseudouridylation_guide_snoRNA', 'scRNA', 'mRNA', 'RNase_P_RNA', 'non_functional_homolog_of_pseudogenic_transcript', 'prolyl_tRNA', 'asparaginyl_tRNA', 'mRNA_with_plus_1_frameshift', 'U5_snRNA', 'enhancerRNA', 'mRNA_with_plus_2_frameshift', 'RRE_RNA', 'rRNA_23S', 'CsrB_RsmB_RNA', 'tasiRNA', 'edited_transcript', 'tmRNA', 'IoR', 'rRNA_5_8S', 'U3_snoRNA', 'ARIA', 'U4atac_snRNA', 'DsrA_RNA', 'rasiRNA', 'RNA_6S', 'U1_snRNA', 'enzymatic_RNA', 'methylation_guide_snoRNA', 'ncRNA', 'methionyl_tRNA', 'U4_snRNA', 'pseudogenic_transcript', 'aspartyl_tRNA', 'rRNA_28S', 'telomeric_transcript', 'histidyl_tRNA', 'trans_spliced_mRNA', 'intronic_lncRNA', 'edited_mRNA', 'mRNA_with_minus_2_frameshift', 'mRNA_recoded_by_codon_redefinition', 'recoded_mRNA', 'rRNA_25S', 'monocistronic_mRNA', 'miRNA', 'C_D_box_snoRNA', 'glutaminyl_tRNA', 'rRNA_18S', 'SRP_RNA', 'phenylalanyl_tRNA', 'tryptophanyl_tRNA', 'polyadenylated_mRNA', 'Y_RNA', 'spot42_RNA'},,
##          'mask_maxmem'               : 0,,
##          'mask_sorted'               : False,,
##          'mask_tabix'                : False,,
##          'maxmem'                    : 0,,
##          'outbase'                   : 'NC_000962',,
##          'program'                   : 'generate',,
##          'sorted'                    : False,,
##          'tabix'                     : False,,
##          'upstream'                  : 50,,
##          'warnlevel'                 : 0,
##        }
region_id	window_size	region	masked	alignment_offset	zero_point
Rv2046	150	NC_000962.3:2291268-2291368(+)	na	50	50
Rv2047c	150	NC_000962.3:2294426-2294526(-)	na	50	50
Rv2048c	150	NC_000962.3:2306886-2306986(-)	na	50	50
Rv2049c	150	NC_000962.3:2307417-2307517(-)	na	50	50
Rv2050	150	NC_000962.3:2307820-2307920(+)	na	50	50
Rv2051c	150	NC_000962.3:2310655-2310755(-)	na	50	50
Rv2052c	150	NC_000962.3:2312417-2312517(-)	na	50	50
Rv2053c	150	NC_000962.3:2312949-2313049(-)	na	50	50
Rv2054	150	NC_000962.3:2313124-2313224(+)	na	50	50
Rv2055c	150	NC_000962.3:2314253-2314353(-)	na	50	50
Rv2056c	150	NC_000962.3:2314559-2314659(-)	na	50	50
Rv2057c	150	NC_000962.3:2314725-2314825(-)	na	50	50
Rv2058c	150	NC_000962.3:2314961-2315061(-)	na	50	50
Rv2059	150	NC_000962.3:2315173-2315273(+)	na	50	50
Rv2060	150	NC_000962.3:2316278-2316378(+)	na	50	50
Rv2061c	150	NC_000962.3:2316985-2317085(-)	na	50	50
Rv2062c	150	NC_000962.3:2320653-2320753(-)	na	50	50
Rv2063	150	NC_000962.3:2320830-2320930(+)	na	50	50
Rv2063A	150	NC_000962.3:2321056-2321156(+)	na	50	50
Rv2064	150	NC_000962.3:2321450-2321550(+)	na	50	50
Rv2065	150	NC_000962.3:2322551-2322651(+)	na	50	50
Rv2066	150	NC_000962.3:2323174-2323274(+)	na	50	50
Rv2067c	150	NC_000962.3:2325770-2325870(-)	na	50	50
Rv2068c	150	NC_000962.3:2326709-2326809(-)	na	50	50
Rv2069	150	NC_000962.3:2326943-2327043(+)	na	50	50
Rv2070c	150	NC_000962.3:2328125-2328225(-)	na	50	50
Rv2071c	150	NC_000962.3:2328877-2328977(-)	na	50	50
Rv2072c	150	NC_000962.3:2330046-2330146(-)	na	50	50
Rv2073c	150	NC_000962.3:2330863-2330963(-)	na	50	50
Rv2074	150	NC_000962.3:2330992-2331092(+)	na	50	50
Rv2075c	150	NC_000962.3:2332779-2332879(-)	na	50	50
Rv2076c	150	NC_000962.3:2333188-2333288(-)	na	50	50
Rv2077A	150	NC_000962.3:2334494-2334594(-)	na	50	50
Rv2077c	150	NC_000962.3:2334194-2334294(-)	na	50	50
Rv2078	150	NC_000962.3:2335058-2335158(+)	na	50	50
Rv2079	150	NC_000962.3:2335354-2335454(+)	na	50	50
Rv2080	150	NC_000962.3:2337305-2337405(+)	na	50	50
Rv2081c	150	NC_000962.3:2338405-2338505(-)	na	50	50
Rv2082	150	NC_000962.3:2338708-2338808(+)	na	50	50
Rv2083	150	NC_000962.3:2340870-2340970(+)	na	50	50
Rv2084	150	NC_000962.3:2341807-2341907(+)	na	50	50
Rv2085	150	NC_000962.3:2343026-2343126(+)	na	50	50
Rv2086	150	NC_000962.3:2343310-2343410(+)	na	50	50
Rv2088	150	NC_000962.3:2344410-2344510(+)	na	50	50
Rv2089c	150	NC_000962.3:2347224-2347324(-)	na	50	50
Rv2090	150	NC_000962.3:2347372-2347472(+)	na	50	50
Rv2091c	150	NC_000962.3:2349192-2349292(-)	na	50	50
Rv2092c	150	NC_000962.3:2351954-2352054(-)	na	50	50
Rv2093c	150	NC_000962.3:2352929-2353029(-)	na	50	50
Rv2094c	150	NC_000962.3:2353197-2353297(-)	na	50	50
Rv2095c	150	NC_000962.3:2354215-2354315(-)	na	50	50
Rv2096c	150	NC_000962.3:2355210-2355310(-)	na	50	50
Rv2097c	150	NC_000962.3:2356577-2356677(-)	na	50	50
Rv2100	150	NC_000962.3:2358388-2358488(+)	na	50	50
Rv2101	150	NC_000962.3:2360239-2360339(+)	na	50	50
Rv2102	150	NC_000962.3:2363390-2363490(+)	na	50	50
Rv2103c	150	NC_000962.3:2364420-2364520(-)	na	50	50
Rv2104a	150	NC_000962.3:2364954-2365054(-)	na	50	50
Rv2104c	150	NC_000962.3:2364681-2364781(-)	na	50	50
Rv2107	150	NC_000962.3:2367358-2367458(+)	na	50	50
Rv2108	150	NC_000962.3:2367710-2367810(+)	na	50	50
Rv2109c	150	NC_000962.3:2369629-2369729(-)	na	50	50
Rv2110c	150	NC_000962.3:2370501-2370601(-)	na	50	50
Rv2111c	150	NC_000962.3:2370692-2370792(-)	na	50	50
Rv2112c	150	NC_000962.3:2372469-2372569(-)	na	50	50
Rv2113	150	NC_000962.3:2372629-2372729(+)	na	50	50
Rv2114	150	NC_000962.3:2373833-2373933(+)	na	50	50
Rv2115c	150	NC_000962.3:2376190-2376290(-)	na	50	50
Rv2116	150	NC_000962.3:2376570-2376670(+)	na	50	50
Rv2117	150	NC_000962.3:2377147-2377247(+)	na	50	50
Rv2118c	150	NC_000962.3:2378212-2378312(-)	na	50	50
Rv2119	150	NC_000962.3:2378385-2378485(+)	na	50	50
Rv2120c	150	NC_000962.3:2379627-2379727(-)	na	50	50
Rv2121c	150	NC_000962.3:2380560-2380660(-)	na	50	50
Rv2122c	150	NC_000962.3:2380844-2380944(-)	na	50	50
Rv2123	150	NC_000962.3:2381070-2381170(+)	na	50	50
Rv2124c	150	NC_000962.3:2385967-2386067(-)	na	50	50
Rv2125	150	NC_000962.3:2386292-2386392(+)	na	50	50
Rv2126c	150	NC_000962.3:2387872-2387972(-)	na	50	50
Rv2127	150	NC_000962.3:2388615-2388715(+)	na	50	50
Rv2128	150	NC_000962.3:2390084-2390184(+)	na	50	50
Rv2129c	150	NC_000962.3:2391089-2391189(-)	na	50	50
Rv2130c	150	NC_000962.3:2392359-2392459(-)	na	50	50
Rv2131c	150	NC_000962.3:2393220-2393320(-)	na	50	50
Rv2132	150	NC_000962.3:2393410-2393510(+)	na	50	50
Rv2133c	150	NC_000962.3:2394539-2394639(-)	na	50	50
Rv2134c	150	NC_000962.3:2395137-2395237(-)	na	50	50
Rv2135c	150	NC_000962.3:2395911-2396011(-)	na	50	50
Rv2136c	150	NC_000962.3:2396738-2396838(-)	na	50	50
Rv2137c	150	NC_000962.3:2397215-2397315(-)	na	50	50
Rv2138	150	NC_000962.3:2397329-2397429(+)	na	50	50
Rv2139	150	NC_000962.3:2398719-2398819(+)	na	50	50
Rv2140c	150	NC_000962.3:2400228-2400328(-)	na	50	50
Rv2141c	150	NC_000962.3:2401622-2401722(-)	na	50	50
Rv2142A	150	NC_000962.3:2402622-2402722(-)	na	50	50
Rv2142c	150	NC_000962.3:2402410-2402510(-)	na	50	50
Rv2143	150	NC_000962.3:2402976-2403076(+)	na	50	50
Rv2144c	150	NC_000962.3:2404421-2404521(-)	na	50	50
Rv2145c	150	NC_000962.3:2405298-2405398(-)	na	50	50
Rv2146c	150	NC_000962.3:2405856-2405956(-)	na	50	50
Rv2147c	150	NC_000962.3:2406743-2406843(-)	na	50	50
Rv2148c	150	NC_000962.3:2407516-2407616(-)	na	50	50
Rv2149c	150	NC_000962.3:2408274-2408374(-)	na	50	50
Rv2150c	150	NC_000962.3:2409424-2409524(-)	na	50	50
Rv2151c	150	NC_000962.3:2410541-2410641(-)	na	50	50
Rv2152c	150	NC_000962.3:2412022-2412122(-)	na	50	50
Rv2153c	150	NC_000962.3:2413251-2413351(-)	na	50	50
Rv2154c	150	NC_000962.3:2414822-2414922(-)	na	50	50
Rv2155c	150	NC_000962.3:2416294-2416394(-)	na	50	50
Rv2156c	150	NC_000962.3:2417375-2417475(-)	na	50	50
Rv2157c	150	NC_000962.3:2418904-2419004(-)	na	50	50
Rv2158c	150	NC_000962.3:2420508-2420608(-)	na	50	50
Rv2159c	150	NC_000962.3:2421565-2421665(-)	na	50	50
Rv2161c	150	NC_000962.3:2423037-2423137(-)	na	50	50
Rv2162c	150	NC_000962.3:2424738-2424838(-)	na	50	50
Rv2163c	150	NC_000962.3:2426987-2427087(-)	na	50	50
Rv2164c	150	NC_000962.3:2428138-2428238(-)	na	50	50
Rv2165c	150	NC_000962.3:2429325-2429425(-)	na	50	50
Rv2166c	150	NC_000962.3:2429758-2429858(-)	na	50	50
Rv2169c	150	NC_000962.3:2431869-2431969(-)	na	50	50
Rv2170	150	NC_000962.3:2432234-2432334(+)	na	50	50
Rv2171	150	NC_000962.3:2432950-2433050(+)	na	50	50
Rv2172c	150	NC_000962.3:2434436-2434536(-)	na	50	50
Rv2173	150	NC_000962.3:2434846-2434946(+)	na	50	50
Rv2174	150	NC_000962.3:2435908-2436008(+)	na	50	50
Rv2175c	150	NC_000962.3:2437786-2437886(-)	na	50	50
Rv2176	150	NC_000962.3:2437940-2438040(+)	na	50	50
Rv2177c	150	NC_000962.3:2439847-2439947(-)	na	50	50
Rv2178c	150	NC_000962.3:2441620-2441720(-)	na	50	50
Rv2179c	150	NC_000962.3:2442217-2442317(-)	na	50	50
Rv2180c	150	NC_000962.3:2443114-2443214(-)	na	50	50
Rv2181	150	NC_000962.3:2443301-2443401(+)	na	50	50
Rv2182c	150	NC_000962.3:2445229-2445329(-)	na	50	50
Rv2183c	150	NC_000962.3:2445710-2445810(-)	na	50	50
Rv2184c	150	NC_000962.3:2446846-2446946(-)	na	50	50
Rv2185c	150	NC_000962.3:2447400-2447500(-)	na	50	50
Rv2186c	150	NC_000962.3:2447894-2447994(-)	na	50	50
Rv2187	150	NC_000962.3:2448159-2448259(+)	na	50	50
Rv2188c	150	NC_000962.3:2451050-2451150(-)	na	50	50
Rv2189c	150	NC_000962.3:2451920-2452020(-)	na	50	50
Rv2190c	150	NC_000962.3:2453172-2453272(-)	na	50	50
Rv2191	150	NC_000962.3:2453818-2453918(+)	na	50	50
Rv2192c	150	NC_000962.3:2456643-2456743(-)	na	50	50
Rv2193	150	NC_000962.3:2456900-2457000(+)	na	50	50
Rv2194	150	NC_000962.3:2457552-2457652(+)	na	50	50
Rv2195	150	NC_000962.3:2458391-2458491(+)	na	50	50
Rv2196	150	NC_000962.3:2459677-2459777(+)	na	50	50
Rv2197c	150	NC_000962.3:2462048-2462148(-)	na	50	50
Rv2198c	150	NC_000962.3:2462947-2463047(-)	na	50	50
Rv2199c	150	NC_000962.3:2463552-2463652(-)	na	50	50
Rv2200c	150	NC_000962.3:2464651-2464751(-)	na	50	50
Rv2201	150	NC_000962.3:2464996-2465096(+)	na	50	50
Rv2202c	150	NC_000962.3:2467927-2468027(-)	na	50	50
Rv2203	150	NC_000962.3:2468230-2468330(+)	na	50	50
Rv2204c	150	NC_000962.3:2469187-2469287(-)	na	50	50
Rv2205c	150	NC_000962.3:2470363-2470463(-)	na	50	50
Rv2206	150	NC_000962.3:2470621-2470721(+)	na	50	50
Rv2207	150	NC_000962.3:2471410-2471510(+)	na	50	50
Rv2208	150	NC_000962.3:2472492-2472592(+)	na	50	50
Rv2209	150	NC_000962.3:2473399-2473499(+)	na	50	50
Rv2210c	150	NC_000962.3:2475870-2475970(-)	na	50	50
Rv2211c	150	NC_000962.3:2477081-2477181(-)	na	50	50
Rv2212	150	NC_000962.3:2477189-2477289(+)	na	50	50
Rv2213	150	NC_000962.3:2478337-2478437(+)	na	50	50
Rv2214c	150	NC_000962.3:2481601-2481701(-)	na	50	50
Rv2215	150	NC_000962.3:2481964-2482064(+)	na	50	50
Rv2216	150	NC_000962.3:2483625-2483725(+)	na	50	50
Rv2217	150	NC_000962.3:2484583-2484683(+)	na	50	50
Rv2218	150	NC_000962.3:2485272-2485372(+)	na	50	50
Rv2219	150	NC_000962.3:2486234-2486334(+)	na	50	50
Rv2219A	150	NC_000962.3:2487316-2487416(-)	na	50	50
Rv2220	150	NC_000962.3:2487614-2487714(+)	na	50	50
Rv2221c	150	NC_000962.3:2492253-2492353(-)	na	50	50
Rv2222c	150	NC_000962.3:2493642-2493742(-)	na	50	50
Rv2223c	150	NC_000962.3:2495299-2495399(-)	na	50	50
Rv2224c	150	NC_000962.3:2496923-2497023(-)	na	50	50
Rv2224d	150	NC_000962.3:2497346-2497446(-)	na	50	50
Rv2225	150	NC_000962.3:2497741-2497841(+)	na	50	50
Rv2226	150	NC_000962.3:2498831-2498931(+)	na	50	50
Rv2227	150	NC_000962.3:2500930-2501030(+)	na	50	50
Rv2228c	150	NC_000962.3:2502638-2502738(-)	na	50	50
Rv2229c	150	NC_000962.3:2503372-2503472(-)	na	50	50
Rv2230c	150	NC_000962.3:2504508-2504608(-)	na	50	50
Rv2231A	150	NC_000962.3:2506061-2506161(-)	na	50	50
Rv2231B	150	NC_000962.3:2506283-2506383(-)	na	50	50
Rv2231c	150	NC_000962.3:2505599-2505699(-)	na	50	50
Rv2232	150	NC_000962.3:2506277-2506377(+)	na	50	50
Rv2234	150	NC_000962.3:2507145-2507245(+)	na	50	50
Rv2235	150	NC_000962.3:2507636-2507736(+)	na	50	50
Rv2236c	150	NC_000962.3:2509275-2509375(-)	na	50	50
Rv2237	150	NC_000962.3:2509488-2509588(+)	na	50	50
Rv2237A	150	NC_000962.3:2510487-2510587(-)	na	50	50
Rv2238c	150	NC_000962.3:2511076-2511176(-)	na	50	50
Rv2239c	150	NC_000962.3:2511552-2511652(-)	na	50	50
Rv2240c	150	NC_000962.3:2512180-2512280(-)	na	50	50
Rv2241	150	NC_000962.3:2512538-2512638(+)	na	50	50
Rv2242	150	NC_000962.3:2515303-2515403(+)	na	50	50
Rv2243	150	NC_000962.3:2516786-2516886(+)	na	50	50
Rv2244	150	NC_000962.3:2517770-2517870(+)	na	50	50
Rv2245	150	NC_000962.3:2518114-2518214(+)	na	50	50
Rv2246	150	NC_000962.3:2519395-2519495(+)	na	50	50
Rv2247	150	NC_000962.3:2520742-2520842(+)	na	50	50
Rv2248	150	NC_000962.3:2522359-2522459(+)	na	50	50
Rv2249c	150	NC_000962.3:2524691-2524791(-)	na	50	50
Rv2250c	150	NC_000962.3:2525254-2525354(-)	na	50	50
Rv2251	150	NC_000962.3:2525564-2525664(+)	na	50	50
Rv2252	150	NC_000962.3:2526988-2527088(+)	na	50	50
Rv2253	150	NC_000962.3:2527983-2528083(+)	na	50	50
Rv2254c	150	NC_000962.3:2528875-2528975(-)	na	50	50
Rv2256a	150	NC_000962.3:2529074-2529174(-)	na	50	50
Rv2256c	150	NC_000962.3:2529774-2529874(-)	na	50	50
Rv2257c	150	NC_000962.3:2530722-2530822(-)	na	50	50
Rv2258c	150	NC_000962.3:2531797-2531897(-)	na	50	50
Rv2259	150	NC_000962.3:2532244-2532344(+)	na	50	50
Rv2260	150	NC_000962.3:2533329-2533429(+)	na	50	50
Rv2263	150	NC_000962.3:2535640-2535740(+)	na	50	50
Rv2264c	150	NC_000962.3:2538250-2538350(-)	na	50	50
Rv2265	150	NC_000962.3:2538699-2538799(+)	na	50	50
Rv2266	150	NC_000962.3:2540103-2540203(+)	na	50	50
Rv2267c	150	NC_000962.3:2542710-2542810(-)	na	50	50
Rv2268c	150	NC_000962.3:2544176-2544276(-)	na	50	50
Rv2269c	150	NC_000962.3:2544521-2544621(-)	na	50	50
Rv2270	150	NC_000962.3:2544697-2544797(+)	na	50	50
Rv2271	150	NC_000962.3:2545331-2545431(+)	na	50	50
Rv2272	150	NC_000962.3:2545736-2545836(+)	na	50	50
Rv2273	150	NC_000962.3:2546101-2546201(+)	na	50	50
Rv2274A	150	NC_000962.3:2546987-2547087(-)	na	50	50
Rv2274c	150	NC_000962.3:2546705-2546805(-)	na	50	50
Rv2275	150	NC_000962.3:2546882-2546982(+)	na	50	50
Rv2276	150	NC_000962.3:2547748-2547848(+)	na	50	50
Rv2277c	150	NC_000962.3:2549929-2550029(-)	na	50	50
Rv2281	150	NC_000962.3:2553172-2553272(+)	na	50	50
Rv2282c	150	NC_000962.3:2555776-2555876(-)	na	50	50
Rv2283	150	NC_000962.3:2555940-2556040(+)	na	50	50
Rv2284	150	NC_000962.3:2556144-2556244(+)	na	50	50
Rv2285	150	NC_000962.3:2557472-2557572(+)	na	50	50
Rv2286c	150	NC_000962.3:2559469-2559569(-)	na	50	50
Rv2287	150	NC_000962.3:2559702-2559802(+)	na	50	50
Rv2288	150	NC_000962.3:2561327-2561427(+)	na	50	50
Rv2289	150	NC_000962.3:2561674-2561774(+)	na	50	50
Rv2290	150	NC_000962.3:2562598-2562698(+)	na	50	50
Rv2291	150	NC_000962.3:2563173-2563273(+)	na	50	50
Rv2292c	150	NC_000962.3:2564153-2564253(-)	na	50	50
Rv2293c	150	NC_000962.3:2564932-2565032(-)	na	50	50
Rv2294	150	NC_000962.3:2565326-2565426(+)	na	50	50
Rv2295	150	NC_000962.3:2566771-2566871(+)	na	50	50
Rv2296	150	NC_000962.3:2567503-2567603(+)	na	50	50
Rv2297	150	NC_000962.3:2568437-2568537(+)	na	50	50
Rv2298	150	NC_000962.3:2569081-2569181(+)	na	50	50
Rv2299c	150	NC_000962.3:2571902-2572002(-)	na	50	50
Rv2300c	150	NC_000962.3:2572908-2573008(-)	na	50	50
Rv2301	150	NC_000962.3:2573014-2573114(+)	na	50	50
Rv2302	150	NC_000962.3:2573812-2573912(+)	na	50	50
Rv2303c	150	NC_000962.3:2574919-2575019(-)	na	50	50
Rv2304c	150	NC_000962.3:2575125-2575225(-)	na	50	50
Rv2305	150	NC_000962.3:2575808-2575908(+)	na	50	50
Rv2307A	150	NC_000962.3:2579319-2579419(-)	na	50	50
Rv2307B	150	NC_000962.3:2579835-2579935(-)	na	50	50
Rv2307D	150	NC_000962.3:2580110-2580210(-)	na	50	50
Rv2307c	150	NC_000962.3:2578596-2578696(-)	na	50	50
Rv2308	150	NC_000962.3:2580418-2580518(+)	na	50	50
Rv2308a	150	NC_000962.3:2581144-2581244(+)	na	50	50
Rv2309A	150	NC_000962.3:2583044-2583144(+)	na	50	50
Rv2310	150	NC_000962.3:2583434-2583534(+)	na	50	50
Rv2311	150	NC_000962.3:2583883-2583983(+)	na	50	50
Rv2312	150	NC_000962.3:2584485-2584585(+)	na	50	50
Rv2313c	150	NC_000962.3:2585806-2585906(-)	na	50	50
Rv2314c	150	NC_000962.3:2587190-2587290(-)	na	50	50
Rv2315c	150	NC_000962.3:2588704-2588804(-)	na	50	50
Rv2316	150	NC_000962.3:2588837-2588937(+)	na	50	50
Rv2317	150	NC_000962.3:2589696-2589796(+)	na	50	50
Rv2318	150	NC_000962.3:2590517-2590617(+)	na	50	50
Rv2319c	150	NC_000962.3:2592626-2592726(-)	na	50	50
Rv2320c	150	NC_000962.3:2594053-2594153(-)	na	50	50
Rv2323c	150	NC_000962.3:2596169-2596269(-)	na	50	50
Rv2324	150	NC_000962.3:2596333-2596433(+)	na	50	50
Rv2325c	150	NC_000962.3:2597757-2597857(-)	na	50	50
Rv2326c	150	NC_000962.3:2599847-2599947(-)	na	50	50
Rv2327	150	NC_000962.3:2599987-2600087(+)	na	50	50
Rv2328	150	NC_000962.3:2600730-2600830(+)	na	50	50
Rv2329c	150	NC_000962.3:2603361-2603461(-)	na	50	50
Rv2330c	150	NC_000962.3:2604122-2604222(-)	na	50	50
Rv2331	150	NC_000962.3:2604296-2604396(+)	na	50	50
Rv2331A	150	NC_000962.3:2604739-2604839(+)	na	50	50
Rv2332	150	NC_000962.3:2605107-2605207(+)	na	50	50
Rv2333c	150	NC_000962.3:2608221-2608321(-)	na	50	50
Rv2334	150	NC_000962.3:2608795-2608895(+)	na	50	50
Rv2335	150	NC_000962.3:2609731-2609831(+)	na	50	50
Rv2336	150	NC_000962.3:2610836-2610936(+)	na	50	50
Rv2337c	150	NC_000962.3:2612887-2612987(-)	na	50	50
Rv2338c	150	NC_000962.3:2613963-2614063(-)	na	50	50
Rv2339	150	NC_000962.3:2614692-2614792(+)	na	50	50
Rv2340c	150	NC_000962.3:2618808-2618908(-)	na	50	50
Rv2341	150	NC_000962.3:2619596-2619696(+)	na	50	50
Rv2342	150	NC_000962.3:2620271-2620371(+)	na	50	50
Rv2343c	150	NC_000962.3:2622352-2622452(-)	na	50	50
Rv2344c	150	NC_000962.3:2623652-2623752(-)	na	50	50
Rv2345	150	NC_000962.3:2623820-2623920(+)	na	50	50
Rv2346c	150	NC_000962.3:2626072-2626172(-)	na	50	50
Rv2347c	150	NC_000962.3:2626419-2626519(-)	na	50	50
Rv2348c	150	NC_000962.3:2626880-2626980(-)	na	50	50
Rv2349c	150	NC_000962.3:2628598-2628698(-)	na	50	50
Rv2350c	150	NC_000962.3:2630219-2630319(-)	na	50	50
Rv2351c	150	NC_000962.3:2631975-2632075(-)	na	50	50
Rv2352c	150	NC_000962.3:2633998-2634098(-)	na	50	50
Rv2353c	150	NC_000962.3:2635492-2635592(-)	na	50	50
Rv2357c	150	NC_000962.3:2640964-2641064(-)	na	50	50
Rv2358	150	NC_000962.3:2641245-2641345(+)	na	50	50
Rv2359	150	NC_000962.3:2641649-2641749(+)	na	50	50
Rv2360c	150	NC_000962.3:2642478-2642578(-)	na	50	50
