## date = '2022-02-25 19:21:50.634139'
## execstr = '/usr/local/bin/metagene generate NC_000962 --landmark cds_start --annotation_files NC_000962.gtf'
## args = {  
##          'add_three'                 : False,,
##          'annotation_files'          : ['NC_000962.gtf'],,
##          'annotation_format'         : 'GTF2',,
##          'bed_extra_columns'         : 0,,
##          'downstream'                : 50,,
##          'gff_cds_types'             : {'CDS_fragment', 'CDS_predicted', 'CDS', 'CDS_indpendently_known'},,
##          'gff_exon_types'            : {'pseudogenic_exon', 'noncoding_exon', 'three_prime_noncoding_exon', 'five_prime_coding_exon', 'interior_coding_exon', 'three_prime_coding_exonfive_prime_noncoding_exon', 'interior_exon', 'coding_exon', 'exon', 'exon_of_single_exon_gene'},,
##          'gff_transcript_types'      : {'small_subunit_rRNA', 'IoR', 'RRE_RNA', 'snoRNA', 'SRP_RNA', 'rRNA_16S', 'RNase_P_RNA', 'telomeric_transcript', 'pseudogenic_transcript', 'mRNA_with_minus_2_frameshift', 'selenocysteinyl_tRNA', 'U4_snRNA', 'class_II_RNA', 'OxyS_RNA', 'rRNA_28S', 'asparaginyl_tRNA', 'lysyl_tRNA', 'valyl_tRNA', 'class_I_RNA', 'rRNA', 'U5_snRNA', 'vault_RNA', 'guide_RNA', 'tyrosyl_tRNA', 'CsrB_RsmB_RNA', 'spot42_RNA', 'edited_mRNA', 'U6atac_snRNA', 'mRNA_with_minus_1_frameshift', 'alanyl_tRNA', 'antisense_RNA', 'antisense_lncRNA', 'mature_transcript', 'leucyl_tRNA', 'tryptophanyl_tRNA', 'piRNA', 'H_ACA_box_snoRNA', 'rRNA_23S', 'edited_transcript', 'transcript', 'methylation_guide_snoRNA', 'seryl_tRNA', 'ARIA', 'lincRNA', 'threonyl_tRNA', 'U11_snRNA', 'enhancerRNA', 'GcvB_RNA', 'mRNA_recoded_by_codon_redefinition', 'rRNA_21S', 'shRNA', 'U6_snRNA', 'prolyl_tRNA', 'glycyl_tRNA', 'polycistronic_mRNA', 'U14_snoRNA', 'anti_ARRET', 'U2_snRNA', 'telomerase_RNA', 'isoleucyl_tRNA', 'RNase_MRP_RNA', 'RprA_RNA', 'snRNA', 'pseudouridylation_guide_snoRNA', 'mRNA', 'edited_transcript_by_A_to_I_substitution', 'aspartyl_tRNA', 'tmRNA', 'miRNA', 'moR', 'trans_spliced_mRNA', 'MicF_RNA', 'mRNA_with_plus_2_frameshift', 'rRNA_5_8S', 'non_functional_homolog_of_pseudogenic_transcript', 'enzymatic_RNA', 'C_D_box_snoRNA', 'U3_snoRNA', 'glutamyl_tRNA', 'tasiRNA', 'mRNA_with_frameshift', 'mRNA_recoded_by_translational_bypass', 'recoded_mRNA', 'mRNA_with_plus_1_frameshift', 'rasiRNA', 'lnc_RNA', 'rRNA_25S', 'rRNA_cleavage_RNA', 'small_regulatory_ncRNA', 'U4atac_snRNA', 'intronic_lncRNA', 'histidyl_tRNA', 'siRNA', 'TERRA', 'scRNA', 'dicistronic_mRNA', 'rRNA_5S', 'U12_snRNA', 'ncRNA', 'large_subunit_rRNA', 'ARRET', 'priRNA', 'arginyl_tRNA', 'tRNA', 'RNA_6S', 'glutaminyl_tRNA', 'Y_RNA', 'pyrrollysyl_tRNA', 'methionyl_tRNA', 'phenylalanyl_tRNA', 'DsrA_RNA', 'cysteinyl_tRNA', 'U1_snRNA', 'rRNA_18S', 'monocistronic_mRNA', 'polyadenylated_mRNA'},,
##          'group_by'                  : 'gene_id',,
##          'landmark'                  : 'cds_start',,
##          'mask_add_three'            : False,,
##          'mask_annotation_files'     : [],,
##          'mask_annotation_format'    : 'GTF2',,
##          'mask_bed_extra_columns'    : 0,,
##          'mask_gff_cds_types'        : {'CDS_fragment', 'CDS_predicted', 'CDS', 'CDS_indpendently_known'},,
##          'mask_gff_exon_types'       : {'pseudogenic_exon', 'noncoding_exon', 'three_prime_noncoding_exon', 'five_prime_coding_exon', 'interior_coding_exon', 'three_prime_coding_exonfive_prime_noncoding_exon', 'interior_exon', 'coding_exon', 'exon', 'exon_of_single_exon_gene'},,
##          'mask_gff_transcript_types' : {'small_subunit_rRNA', 'IoR', 'RRE_RNA', 'snoRNA', 'SRP_RNA', 'rRNA_16S', 'RNase_P_RNA', 'telomeric_transcript', 'pseudogenic_transcript', 'mRNA_with_minus_2_frameshift', 'selenocysteinyl_tRNA', 'U4_snRNA', 'class_II_RNA', 'OxyS_RNA', 'rRNA_28S', 'asparaginyl_tRNA', 'lysyl_tRNA', 'valyl_tRNA', 'class_I_RNA', 'rRNA', 'U5_snRNA', 'vault_RNA', 'guide_RNA', 'tyrosyl_tRNA', 'CsrB_RsmB_RNA', 'spot42_RNA', 'edited_mRNA', 'U6atac_snRNA', 'mRNA_with_minus_1_frameshift', 'alanyl_tRNA', 'antisense_RNA', 'antisense_lncRNA', 'mature_transcript', 'leucyl_tRNA', 'tryptophanyl_tRNA', 'piRNA', 'H_ACA_box_snoRNA', 'rRNA_23S', 'edited_transcript', 'transcript', 'methylation_guide_snoRNA', 'seryl_tRNA', 'ARIA', 'lincRNA', 'threonyl_tRNA', 'U11_snRNA', 'enhancerRNA', 'GcvB_RNA', 'mRNA_recoded_by_codon_redefinition', 'rRNA_21S', 'shRNA', 'U6_snRNA', 'prolyl_tRNA', 'glycyl_tRNA', 'polycistronic_mRNA', 'U14_snoRNA', 'anti_ARRET', 'U2_snRNA', 'telomerase_RNA', 'isoleucyl_tRNA', 'RNase_MRP_RNA', 'RprA_RNA', 'snRNA', 'pseudouridylation_guide_snoRNA', 'mRNA', 'edited_transcript_by_A_to_I_substitution', 'aspartyl_tRNA', 'tmRNA', 'miRNA', 'moR', 'trans_spliced_mRNA', 'MicF_RNA', 'mRNA_with_plus_2_frameshift', 'rRNA_5_8S', 'non_functional_homolog_of_pseudogenic_transcript', 'enzymatic_RNA', 'C_D_box_snoRNA', 'U3_snoRNA', 'glutamyl_tRNA', 'tasiRNA', 'mRNA_with_frameshift', 'mRNA_recoded_by_translational_bypass', 'recoded_mRNA', 'mRNA_with_plus_1_frameshift', 'rasiRNA', 'lnc_RNA', 'rRNA_25S', 'rRNA_cleavage_RNA', 'small_regulatory_ncRNA', 'U4atac_snRNA', 'intronic_lncRNA', 'histidyl_tRNA', 'siRNA', 'TERRA', 'scRNA', 'dicistronic_mRNA', 'rRNA_5S', 'U12_snRNA', 'ncRNA', 'large_subunit_rRNA', 'ARRET', 'priRNA', 'arginyl_tRNA', 'tRNA', 'RNA_6S', 'glutaminyl_tRNA', 'Y_RNA', 'pyrrollysyl_tRNA', 'methionyl_tRNA', 'phenylalanyl_tRNA', 'DsrA_RNA', 'cysteinyl_tRNA', 'U1_snRNA', 'rRNA_18S', 'monocistronic_mRNA', 'polyadenylated_mRNA'},,
##          'mask_maxmem'               : 0,,
##          'mask_sorted'               : False,,
##          'mask_tabix'                : False,,
##          'maxmem'                    : 0,,
##          'outbase'                   : 'NC_000962',,
##          'program'                   : 'generate',,
##          'sorted'                    : False,,
##          'tabix'                     : False,,
##          'upstream'                  : 50,,
##          'warnlevel'                 : 0,
##        }
region_id	window_size	region	masked	alignment_offset	zero_point
Rv1931c	100	NC_000962.3:2183189-2183239(-)	na	50	50
Rv1932	100	NC_000962.3:2183371-2183421(+)	na	50	50
Rv1933c	100	NC_000962.3:2184907-2184957(-)	na	50	50
Rv1934c	100	NC_000962.3:2186138-2186188(-)	na	50	50
Rv1935c	100	NC_000962.3:2187109-2187159(-)	na	50	50
Rv1936	100	NC_000962.3:2187383-2187433(+)	na	50	50
Rv1937	100	NC_000962.3:2188495-2188545(+)	na	50	50
Rv1938	100	NC_000962.3:2191026-2191076(+)	na	50	50
Rv1939	100	NC_000962.3:2192093-2192143(+)	na	50	50
Rv1940	100	NC_000962.3:2192605-2192655(+)	na	50	50
Rv1941	100	NC_000962.3:2193663-2193713(+)	na	50	50
Rv1942c	100	NC_000962.3:2194923-2194973(-)	na	50	50
Rv1943c	100	NC_000962.3:2195297-2195347(-)	na	50	50
Rv1944c	100	NC_000962.3:2195884-2195934(-)	na	50	50
Rv1945	100	NC_000962.3:2195988-2196038(+)	na	50	50
Rv1946c	100	NC_000962.3:2197910-2197960(-)	na	50	50
Rv1947	100	NC_000962.3:2198023-2198073(+)	na	50	50
Rv1948c	100	NC_000962.3:2199014-2199064(-)	na	50	50
Rv1950c	100	NC_000962.3:2200139-2200189(-)	na	50	50
Rv1951c	100	NC_000962.3:2200436-2200486(-)	na	50	50
Rv1952	100	NC_000962.3:2200725-2200775(+)	na	50	50
Rv1953	100	NC_000962.3:2200937-2200987(+)	na	50	50
Rv1954c	100	NC_000962.3:2201694-2201744(-)	na	50	50
Rv1955	100	NC_000962.3:2201718-2201768(+)	na	50	50
Rv1956	100	NC_000962.3:2202137-2202187(+)	na	50	50
Rv1957	100	NC_000962.3:2202583-2202633(+)	na	50	50
Rv1958c	100	NC_000962.3:2203582-2203632(-)	na	50	50
Rv1959c	100	NC_000962.3:2203927-2203977(-)	na	50	50
Rv1960c	100	NC_000962.3:2204175-2204225(-)	na	50	50
Rv1961	100	NC_000962.3:2204211-2204261(+)	na	50	50
Rv1962A	100	NC_000962.3:2205499-2205549(-)	na	50	50
Rv1962c	100	NC_000962.3:2205223-2205273(-)	na	50	50
Rv1963c	100	NC_000962.3:2206752-2206802(-)	na	50	50
Rv1964	100	NC_000962.3:2207699-2207749(+)	na	50	50
Rv1965	100	NC_000962.3:2208506-2208556(+)	na	50	50
Rv1966	100	NC_000962.3:2209326-2209376(+)	na	50	50
Rv1967	100	NC_000962.3:2210600-2210650(+)	na	50	50
Rv1968	100	NC_000962.3:2211625-2211675(+)	na	50	50
Rv1969	100	NC_000962.3:2212854-2212904(+)	na	50	50
Rv1970	100	NC_000962.3:2214122-2214172(+)	na	50	50
Rv1971	100	NC_000962.3:2215256-2215306(+)	na	50	50
Rv1972	100	NC_000962.3:2216591-2216641(+)	na	50	50
Rv1973	100	NC_000962.3:2217163-2217213(+)	na	50	50
Rv1974	100	NC_000962.3:2217658-2217708(+)	na	50	50
Rv1975	100	NC_000962.3:2218051-2218101(+)	na	50	50
Rv1976c	100	NC_000962.3:2219201-2219251(-)	na	50	50
Rv1977	100	NC_000962.3:2219753-2219803(+)	na	50	50
Rv1978	100	NC_000962.3:2220907-2220957(+)	na	50	50
Rv1979c	100	NC_000962.3:2223114-2223164(-)	na	50	50
Rv1980c	100	NC_000962.3:2223979-2224029(-)	na	50	50
Rv1981c	100	NC_000962.3:2225138-2225188(-)	na	50	50
Rv1982A	100	NC_000962.3:2226051-2226101(-)	na	50	50
Rv1982c	100	NC_000962.3:2225782-2225832(-)	na	50	50
Rv1983	100	NC_000962.3:2226243-2226293(+)	na	50	50
Rv1984c	100	NC_000962.3:2228511-2228561(-)	na	50	50
Rv1985c	100	NC_000962.3:2229852-2229902(-)	na	50	50
Rv1986	100	NC_000962.3:2230010-2230060(+)	na	50	50
Rv1987	100	NC_000962.3:2231025-2231075(+)	na	50	50
Rv1988	100	NC_000962.3:2231679-2231729(+)	na	50	50
Rv1989c	100	NC_000962.3:2233249-2233299(-)	na	50	50
Rv1990c	100	NC_000962.3:2233587-2233637(-)	na	50	50
Rv1991A	100	NC_000962.3:2234841-2234891(-)	na	50	50
Rv1991c	100	NC_000962.3:2234599-2234649(-)	na	50	50
Rv1992c	100	NC_000962.3:2237256-2237306(-)	na	50	50
Rv1993c	100	NC_000962.3:2237525-2237575(-)	na	50	50
Rv1994c	100	NC_000962.3:2237934-2237984(-)	na	50	50
Rv1995	100	NC_000962.3:2238140-2238190(+)	na	50	50
Rv1996	100	NC_000962.3:2239003-2239053(+)	na	50	50
Rv1997	100	NC_000962.3:2240158-2240208(+)	na	50	50
Rv1998c	100	NC_000962.3:2243671-2243721(-)	na	50	50
Rv1999c	100	NC_000962.3:2245088-2245138(-)	na	50	50
Rv2000	100	NC_000962.3:2245208-2245258(+)	na	50	50
Rv2001	100	NC_000962.3:2246831-2246881(+)	na	50	50
Rv2002	100	NC_000962.3:2247659-2247709(+)	na	50	50
Rv2003c	100	NC_000962.3:2249370-2249420(-)	na	50	50
Rv2004c	100	NC_000962.3:2250924-2250974(-)	na	50	50
Rv2005c	100	NC_000962.3:2251833-2251883(-)	na	50	50
Rv2006	100	NC_000962.3:2252001-2252051(+)	na	50	50
Rv2007c	100	NC_000962.3:2256378-2256428(-)	na	50	50
Rv2008c	100	NC_000962.3:2257892-2257942(-)	na	50	50
Rv2009	100	NC_000962.3:2258029-2258079(+)	na	50	50
Rv2010	100	NC_000962.3:2258272-2258322(+)	na	50	50
Rv2011c	100	NC_000962.3:2259235-2259285(-)	na	50	50
Rv2012	100	NC_000962.3:2259325-2259375(+)	na	50	50
Rv2015c	100	NC_000962.3:2263022-2263072(-)	na	50	50
Rv2016	100	NC_000962.3:2263425-2263475(+)	na	50	50
Rv2017	100	NC_000962.3:2263997-2264047(+)	na	50	50
Rv2018	100	NC_000962.3:2265279-2265329(+)	na	50	50
Rv2019	100	NC_000962.3:2265988-2266038(+)	na	50	50
Rv2021c	100	NC_000962.3:2267060-2267110(-)	na	50	50
Rv2022c	100	NC_000962.3:2267674-2267724(-)	na	50	50
Rv2023c	100	NC_000962.3:2268058-2268108(-)	na	50	50
Rv2024c	100	NC_000962.3:2270190-2270240(-)	na	50	50
Rv2025c	100	NC_000962.3:2271698-2271748(-)	na	50	50
Rv2026c	100	NC_000962.3:2272697-2272747(-)	na	50	50
Rv2027c	100	NC_000962.3:2274458-2274508(-)	na	50	50
Rv2028c	100	NC_000962.3:2275358-2275408(-)	na	50	50
Rv2029c	100	NC_000962.3:2276374-2276424(-)	na	50	50
Rv2030c	100	NC_000962.3:2278436-2278486(-)	na	50	50
Rv2031c	100	NC_000962.3:2278882-2278932(-)	na	50	50
Rv2032	100	NC_000962.3:2279128-2279178(+)	na	50	50
Rv2033c	100	NC_000962.3:2281032-2281082(-)	na	50	50
Rv2034	100	NC_000962.3:2281293-2281343(+)	na	50	50
Rv2035	100	NC_000962.3:2281613-2281663(+)	na	50	50
Rv2036	100	NC_000962.3:2282098-2282148(+)	na	50	50
Rv2037c	100	NC_000962.3:2283671-2283721(-)	na	50	50
Rv2038c	100	NC_000962.3:2284746-2284796(-)	na	50	50
Rv2039c	100	NC_000962.3:2285591-2285641(-)	na	50	50
Rv2040c	100	NC_000962.3:2286480-2286530(-)	na	50	50
Rv2041c	100	NC_000962.3:2287796-2287846(-)	na	50	50
Rv2042c	100	NC_000962.3:2288631-2288681(-)	na	50	50
Rv2043c	100	NC_000962.3:2289191-2289241(-)	na	50	50
Rv2044c	100	NC_000962.3:2289549-2289599(-)	na	50	50
Rv2045c	100	NC_000962.3:2291170-2291220(-)	na	50	50
Rv2046	100	NC_000962.3:2291268-2291318(+)	na	50	50
Rv2047c	100	NC_000962.3:2294476-2294526(-)	na	50	50
Rv2048c	100	NC_000962.3:2306936-2306986(-)	na	50	50
Rv2049c	100	NC_000962.3:2307467-2307517(-)	na	50	50
Rv2050	100	NC_000962.3:2307820-2307870(+)	na	50	50
Rv2051c	100	NC_000962.3:2310705-2310755(-)	na	50	50
Rv2052c	100	NC_000962.3:2312467-2312517(-)	na	50	50
Rv2053c	100	NC_000962.3:2312999-2313049(-)	na	50	50
Rv2054	100	NC_000962.3:2313124-2313174(+)	na	50	50
Rv2055c	100	NC_000962.3:2314303-2314353(-)	na	50	50
Rv2056c	100	NC_000962.3:2314609-2314659(-)	na	50	50
Rv2057c	100	NC_000962.3:2314775-2314825(-)	na	50	50
Rv2058c	100	NC_000962.3:2315011-2315061(-)	na	50	50
Rv2059	100	NC_000962.3:2315173-2315223(+)	na	50	50
Rv2060	100	NC_000962.3:2316278-2316328(+)	na	50	50
Rv2061c	100	NC_000962.3:2317035-2317085(-)	na	50	50
Rv2062c	100	NC_000962.3:2320703-2320753(-)	na	50	50
Rv2063	100	NC_000962.3:2320830-2320880(+)	na	50	50
Rv2063A	100	NC_000962.3:2321056-2321106(+)	na	50	50
Rv2064	100	NC_000962.3:2321450-2321500(+)	na	50	50
Rv2065	100	NC_000962.3:2322551-2322601(+)	na	50	50
Rv2066	100	NC_000962.3:2323174-2323224(+)	na	50	50
Rv2067c	100	NC_000962.3:2325820-2325870(-)	na	50	50
Rv2068c	100	NC_000962.3:2326759-2326809(-)	na	50	50
Rv2069	100	NC_000962.3:2326943-2326993(+)	na	50	50
Rv2070c	100	NC_000962.3:2328175-2328225(-)	na	50	50
Rv2071c	100	NC_000962.3:2328927-2328977(-)	na	50	50
Rv2072c	100	NC_000962.3:2330096-2330146(-)	na	50	50
Rv2073c	100	NC_000962.3:2330913-2330963(-)	na	50	50
Rv2074	100	NC_000962.3:2330992-2331042(+)	na	50	50
Rv2075c	100	NC_000962.3:2332829-2332879(-)	na	50	50
Rv2076c	100	NC_000962.3:2333238-2333288(-)	na	50	50
Rv2077A	100	NC_000962.3:2334544-2334594(-)	na	50	50
Rv2077c	100	NC_000962.3:2334244-2334294(-)	na	50	50
Rv2078	100	NC_000962.3:2335058-2335108(+)	na	50	50
Rv2079	100	NC_000962.3:2335354-2335404(+)	na	50	50
Rv2080	100	NC_000962.3:2337305-2337355(+)	na	50	50
Rv2081c	100	NC_000962.3:2338455-2338505(-)	na	50	50
Rv2082	100	NC_000962.3:2338708-2338758(+)	na	50	50
Rv2083	100	NC_000962.3:2340870-2340920(+)	na	50	50
Rv2084	100	NC_000962.3:2341807-2341857(+)	na	50	50
Rv2085	100	NC_000962.3:2343026-2343076(+)	na	50	50
Rv2086	100	NC_000962.3:2343310-2343360(+)	na	50	50
Rv2088	100	NC_000962.3:2344410-2344460(+)	na	50	50
Rv2089c	100	NC_000962.3:2347274-2347324(-)	na	50	50
Rv2090	100	NC_000962.3:2347372-2347422(+)	na	50	50
Rv2091c	100	NC_000962.3:2349242-2349292(-)	na	50	50
Rv2092c	100	NC_000962.3:2352004-2352054(-)	na	50	50
Rv2093c	100	NC_000962.3:2352979-2353029(-)	na	50	50
Rv2094c	100	NC_000962.3:2353247-2353297(-)	na	50	50
Rv2095c	100	NC_000962.3:2354265-2354315(-)	na	50	50
Rv2096c	100	NC_000962.3:2355260-2355310(-)	na	50	50
Rv2097c	100	NC_000962.3:2356627-2356677(-)	na	50	50
Rv2100	100	NC_000962.3:2358388-2358438(+)	na	50	50
Rv2101	100	NC_000962.3:2360239-2360289(+)	na	50	50
Rv2102	100	NC_000962.3:2363390-2363440(+)	na	50	50
Rv2103c	100	NC_000962.3:2364470-2364520(-)	na	50	50
Rv2104a	100	NC_000962.3:2365004-2365054(-)	na	50	50
Rv2104c	100	NC_000962.3:2364731-2364781(-)	na	50	50
Rv2107	100	NC_000962.3:2367358-2367408(+)	na	50	50
Rv2108	100	NC_000962.3:2367710-2367760(+)	na	50	50
Rv2109c	100	NC_000962.3:2369679-2369729(-)	na	50	50
Rv2110c	100	NC_000962.3:2370551-2370601(-)	na	50	50
Rv2111c	100	NC_000962.3:2370742-2370792(-)	na	50	50
Rv2112c	100	NC_000962.3:2372519-2372569(-)	na	50	50
Rv2113	100	NC_000962.3:2372629-2372679(+)	na	50	50
Rv2114	100	NC_000962.3:2373833-2373883(+)	na	50	50
Rv2115c	100	NC_000962.3:2376240-2376290(-)	na	50	50
Rv2116	100	NC_000962.3:2376570-2376620(+)	na	50	50
Rv2117	100	NC_000962.3:2377147-2377197(+)	na	50	50
Rv2118c	100	NC_000962.3:2378262-2378312(-)	na	50	50
Rv2119	100	NC_000962.3:2378385-2378435(+)	na	50	50
Rv2120c	100	NC_000962.3:2379677-2379727(-)	na	50	50
Rv2121c	100	NC_000962.3:2380610-2380660(-)	na	50	50
Rv2122c	100	NC_000962.3:2380894-2380944(-)	na	50	50
Rv2123	100	NC_000962.3:2381070-2381120(+)	na	50	50
Rv2124c	100	NC_000962.3:2386017-2386067(-)	na	50	50
Rv2125	100	NC_000962.3:2386292-2386342(+)	na	50	50
Rv2126c	100	NC_000962.3:2387922-2387972(-)	na	50	50
Rv2127	100	NC_000962.3:2388615-2388665(+)	na	50	50
Rv2128	100	NC_000962.3:2390084-2390134(+)	na	50	50
Rv2129c	100	NC_000962.3:2391139-2391189(-)	na	50	50
Rv2130c	100	NC_000962.3:2392409-2392459(-)	na	50	50
Rv2131c	100	NC_000962.3:2393270-2393320(-)	na	50	50
Rv2132	100	NC_000962.3:2393410-2393460(+)	na	50	50
Rv2133c	100	NC_000962.3:2394589-2394639(-)	na	50	50
Rv2134c	100	NC_000962.3:2395187-2395237(-)	na	50	50
Rv2135c	100	NC_000962.3:2395961-2396011(-)	na	50	50
Rv2136c	100	NC_000962.3:2396788-2396838(-)	na	50	50
Rv2137c	100	NC_000962.3:2397265-2397315(-)	na	50	50
Rv2138	100	NC_000962.3:2397329-2397379(+)	na	50	50
Rv2139	100	NC_000962.3:2398719-2398769(+)	na	50	50
Rv2140c	100	NC_000962.3:2400278-2400328(-)	na	50	50
Rv2141c	100	NC_000962.3:2401672-2401722(-)	na	50	50
Rv2142A	100	NC_000962.3:2402672-2402722(-)	na	50	50
Rv2142c	100	NC_000962.3:2402460-2402510(-)	na	50	50
Rv2143	100	NC_000962.3:2402976-2403026(+)	na	50	50
Rv2144c	100	NC_000962.3:2404471-2404521(-)	na	50	50
Rv2145c	100	NC_000962.3:2405348-2405398(-)	na	50	50
Rv2146c	100	NC_000962.3:2405906-2405956(-)	na	50	50
Rv2147c	100	NC_000962.3:2406793-2406843(-)	na	50	50
Rv2148c	100	NC_000962.3:2407566-2407616(-)	na	50	50
Rv2149c	100	NC_000962.3:2408324-2408374(-)	na	50	50
Rv2150c	100	NC_000962.3:2409474-2409524(-)	na	50	50
Rv2151c	100	NC_000962.3:2410591-2410641(-)	na	50	50
Rv2152c	100	NC_000962.3:2412072-2412122(-)	na	50	50
Rv2153c	100	NC_000962.3:2413301-2413351(-)	na	50	50
Rv2154c	100	NC_000962.3:2414872-2414922(-)	na	50	50
Rv2155c	100	NC_000962.3:2416344-2416394(-)	na	50	50
Rv2156c	100	NC_000962.3:2417425-2417475(-)	na	50	50
Rv2157c	100	NC_000962.3:2418954-2419004(-)	na	50	50
Rv2158c	100	NC_000962.3:2420558-2420608(-)	na	50	50
Rv2159c	100	NC_000962.3:2421615-2421665(-)	na	50	50
Rv2161c	100	NC_000962.3:2423087-2423137(-)	na	50	50
Rv2162c	100	NC_000962.3:2424788-2424838(-)	na	50	50
Rv2163c	100	NC_000962.3:2427037-2427087(-)	na	50	50
Rv2164c	100	NC_000962.3:2428188-2428238(-)	na	50	50
Rv2165c	100	NC_000962.3:2429375-2429425(-)	na	50	50
Rv2166c	100	NC_000962.3:2429808-2429858(-)	na	50	50
Rv2169c	100	NC_000962.3:2431919-2431969(-)	na	50	50
Rv2170	100	NC_000962.3:2432234-2432284(+)	na	50	50
Rv2171	100	NC_000962.3:2432950-2433000(+)	na	50	50
Rv2172c	100	NC_000962.3:2434486-2434536(-)	na	50	50
Rv2173	100	NC_000962.3:2434846-2434896(+)	na	50	50
Rv2174	100	NC_000962.3:2435908-2435958(+)	na	50	50
Rv2175c	100	NC_000962.3:2437836-2437886(-)	na	50	50
Rv2176	100	NC_000962.3:2437940-2437990(+)	na	50	50
Rv2177c	100	NC_000962.3:2439897-2439947(-)	na	50	50
Rv2178c	100	NC_000962.3:2441670-2441720(-)	na	50	50
Rv2179c	100	NC_000962.3:2442267-2442317(-)	na	50	50
Rv2180c	100	NC_000962.3:2443164-2443214(-)	na	50	50
Rv2181	100	NC_000962.3:2443301-2443351(+)	na	50	50
Rv2182c	100	NC_000962.3:2445279-2445329(-)	na	50	50
Rv2183c	100	NC_000962.3:2445760-2445810(-)	na	50	50
Rv2184c	100	NC_000962.3:2446896-2446946(-)	na	50	50
Rv2185c	100	NC_000962.3:2447450-2447500(-)	na	50	50
Rv2186c	100	NC_000962.3:2447944-2447994(-)	na	50	50
Rv2187	100	NC_000962.3:2448159-2448209(+)	na	50	50
Rv2188c	100	NC_000962.3:2451100-2451150(-)	na	50	50
Rv2189c	100	NC_000962.3:2451970-2452020(-)	na	50	50
Rv2190c	100	NC_000962.3:2453222-2453272(-)	na	50	50
Rv2191	100	NC_000962.3:2453818-2453868(+)	na	50	50
Rv2192c	100	NC_000962.3:2456693-2456743(-)	na	50	50
Rv2193	100	NC_000962.3:2456900-2456950(+)	na	50	50
Rv2194	100	NC_000962.3:2457552-2457602(+)	na	50	50
Rv2195	100	NC_000962.3:2458391-2458441(+)	na	50	50
Rv2196	100	NC_000962.3:2459677-2459727(+)	na	50	50
Rv2197c	100	NC_000962.3:2462098-2462148(-)	na	50	50
Rv2198c	100	NC_000962.3:2462997-2463047(-)	na	50	50
Rv2199c	100	NC_000962.3:2463602-2463652(-)	na	50	50
Rv2200c	100	NC_000962.3:2464701-2464751(-)	na	50	50
Rv2201	100	NC_000962.3:2464996-2465046(+)	na	50	50
Rv2202c	100	NC_000962.3:2467977-2468027(-)	na	50	50
Rv2203	100	NC_000962.3:2468230-2468280(+)	na	50	50
Rv2204c	100	NC_000962.3:2469237-2469287(-)	na	50	50
Rv2205c	100	NC_000962.3:2470413-2470463(-)	na	50	50
Rv2206	100	NC_000962.3:2470621-2470671(+)	na	50	50
Rv2207	100	NC_000962.3:2471410-2471460(+)	na	50	50
Rv2208	100	NC_000962.3:2472492-2472542(+)	na	50	50
Rv2209	100	NC_000962.3:2473399-2473449(+)	na	50	50
Rv2210c	100	NC_000962.3:2475920-2475970(-)	na	50	50
Rv2211c	100	NC_000962.3:2477131-2477181(-)	na	50	50
Rv2212	100	NC_000962.3:2477189-2477239(+)	na	50	50
Rv2213	100	NC_000962.3:2478337-2478387(+)	na	50	50
Rv2214c	100	NC_000962.3:2481651-2481701(-)	na	50	50
Rv2215	100	NC_000962.3:2481964-2482014(+)	na	50	50
Rv2216	100	NC_000962.3:2483625-2483675(+)	na	50	50
Rv2217	100	NC_000962.3:2484583-2484633(+)	na	50	50
Rv2218	100	NC_000962.3:2485272-2485322(+)	na	50	50
Rv2219	100	NC_000962.3:2486234-2486284(+)	na	50	50
Rv2219A	100	NC_000962.3:2487366-2487416(-)	na	50	50
Rv2220	100	NC_000962.3:2487614-2487664(+)	na	50	50
Rv2221c	100	NC_000962.3:2492303-2492353(-)	na	50	50
Rv2222c	100	NC_000962.3:2493692-2493742(-)	na	50	50
Rv2223c	100	NC_000962.3:2495349-2495399(-)	na	50	50
Rv2224c	100	NC_000962.3:2496973-2497023(-)	na	50	50
Rv2224d	100	NC_000962.3:2497396-2497446(-)	na	50	50
Rv2225	100	NC_000962.3:2497741-2497791(+)	na	50	50
Rv2226	100	NC_000962.3:2498831-2498881(+)	na	50	50
Rv2227	100	NC_000962.3:2500930-2500980(+)	na	50	50
Rv2228c	100	NC_000962.3:2502688-2502738(-)	na	50	50
Rv2229c	100	NC_000962.3:2503422-2503472(-)	na	50	50
Rv2230c	100	NC_000962.3:2504558-2504608(-)	na	50	50
Rv2231A	100	NC_000962.3:2506111-2506161(-)	na	50	50
Rv2231B	100	NC_000962.3:2506333-2506383(-)	na	50	50
Rv2231c	100	NC_000962.3:2505649-2505699(-)	na	50	50
Rv2232	100	NC_000962.3:2506277-2506327(+)	na	50	50
Rv2234	100	NC_000962.3:2507145-2507195(+)	na	50	50
Rv2235	100	NC_000962.3:2507636-2507686(+)	na	50	50
Rv2236c	100	NC_000962.3:2509325-2509375(-)	na	50	50
Rv2237	100	NC_000962.3:2509488-2509538(+)	na	50	50
Rv2237A	100	NC_000962.3:2510537-2510587(-)	na	50	50
Rv2238c	100	NC_000962.3:2511126-2511176(-)	na	50	50
Rv2239c	100	NC_000962.3:2511602-2511652(-)	na	50	50
Rv2240c	100	NC_000962.3:2512230-2512280(-)	na	50	50
